DBID1,DBID2,DBKEY-pair,label
DB01618,DB05271,DB01618-DB05271,1
DB01618,DB06201,DB01618-DB06201,1
DB01618,DB06207,DB01618-DB06207,1
DB01618,DB09072,DB01618-DB09072,1
DB01618,DB09118,DB01618-DB09118,1
DB01618,DB09034,DB01618-DB09034,1
DB01618,DB06204,DB01618-DB06204,1
DB01618,DB09071,DB01618-DB09071,1
DB01618,DB04844,DB01618-DB04844,1
DB01618,DB01623,DB01618-DB01623,1
DB01618,DB11915,DB01618-DB11915,1
DB01618,DB06283,DB01618-DB06283,1
DB14219,DB15233,DB14219-DB15233,1
DB14219,DB14783,DB14219-DB14783,1
DB14219,DB14761,DB14219-DB14761,1
DB14219,DB15035,DB14219-DB15035,1
DB09413,DB12147,DB09413-DB12147,1
DB00471,DB11932,DB00471-DB11932,1
DB00680,DB01102,DB00680-DB01102,1
DB00680,DB01072,DB00680-DB01072,1
DB00680,DB00843,DB00680-DB00843,1
DB00680,DB06218,DB00680-DB06218,1
DB00680,DB11732,DB00680-DB11732,1
DB00680,DB00989,DB00680-DB00989,1
DB00680,DB01232,DB00680-DB01232,1
DB00295,DB00972,DB00295-DB00972,1
DB00295,DB00484,DB00295-DB00484,1
DB00295,DB00484,DB00295-DB00484,1
DB00295,DB00768,DB00295-DB00768,1
DB00295,DB00972,DB00295-DB00972,1
DB00295,DB00484,DB00295-DB00484,1
DB00295,DB00484,DB00295-DB00484,1
DB00295,DB00768,DB00295-DB00768,1
DB00295,DB06654,DB00295-DB06654,1
DB00295,DB01037,DB00295-DB01037,1
DB00218,DB00640,DB00218-DB00640,1
DB00218,DB00346,DB00218-DB00346,1
DB00218,DB06288,DB00218-DB06288,1
DB00218,DB00321,DB00218-DB00321,1
DB00218,DB00543,DB00218-DB00543,1
DB00218,DB01125,DB00218-DB01125,1
DB00218,DB01274,DB00218-DB01274,1
DB00218,DB01238,DB00218-DB01238,1
DB00218,DB00289,DB00218-DB00289,1
DB00218,DB08903,DB00218-DB08903,1
DB00218,DB11936,DB00218-DB11936,1
DB00218,DB01244,DB00218-DB01244,1
DB00218,DB00963,DB00218-DB00963,1
DB00218,DB00921,DB00218-DB00921,1
DB00218,DB09061,DB00218-DB09061,1
DB00218,DB00477,DB00218-DB00477,1
DB00218,DB14006,DB00218-DB14006,1
DB00218,DB11255,DB00218-DB11255,1
DB00218,DB01242,DB00218-DB01242,1
DB00218,DB00363,DB00218-DB00363,1
DB00218,DB11246,DB00218-DB11246,1
DB00218,DB01151,DB00218-DB01151,1
DB00218,DB00647,DB00218-DB00647,1
DB00218,DB00900,DB00218-DB00900,1
DB00218,DB00861,DB00218-DB00861,1
DB00218,DB00280,DB00218-DB00280,1
DB00218,DB00843,DB00218-DB00843,1
DB00218,DB04855,DB00218-DB04855,1
DB00218,DB00450,DB00218-DB00450,1
DB00218,DB00625,DB00218-DB00625,1
DB00218,DB00442,DB00218-DB00442,1
DB00218,DB01175,DB00218-DB01175,1
DB00218,DB00749,DB00218-DB00749,1
DB00218,DB04953,DB00218-DB04953,1
DB00218,DB00573,DB00218-DB00573,1
DB00218,DB13257,DB00218-DB13257,1
DB00218,DB01195,DB00218-DB01195,1
DB00218,DB00472,DB00218-DB00472,1
DB00218,DB00623,DB00218-DB00623,1
DB00218,DB11796,DB00218-DB11796,1
DB00218,DB00674,DB00218-DB00674,1
DB00218,DB00502,DB00218-DB00502,1
DB00218,DB01159,DB00218-DB01159,1
DB00218,DB00557,DB00218-DB00557,1
DB00218,DB00308,DB00218-DB00308,1
DB00218,DB04946,DB00218-DB04946,1
DB00218,DB00458,DB00218-DB00458,1
DB00218,DB00328,DB00218-DB00328,1
DB00218,DB00221,DB00218-DB00221,1
DB00218,DB09083,DB00218-DB09083,1
DB00218,DB01009,DB00218-DB01009,1
DB00218,DB00465,DB00218-DB00465,1
DB00218,DB01227,DB00218-DB01227,1
DB00218,DB01255,DB00218-DB01255,1
DB00218,DB14509,DB00218-DB14509,1
DB00218,DB04948,DB00218-DB04948,1
DB00218,DB08827,DB00218-DB08827,1
DB00218,DB01601,DB00218-DB01601,1
DB00218,DB12674,DB00218-DB12674,1
DB00218,DB11189,DB00218-DB11189,1
DB00218,DB00939,DB00218-DB00939,1
DB00218,DB00784,DB00218-DB00784,1
DB00218,DB01065,DB00218-DB01065,1
DB00218,DB00814,DB00218-DB00814,1
DB00218,DB00933,DB00218-DB00933,1
DB00218,DB01357,DB00218-DB01357,1
DB00218,DB00333,DB00218-DB00333,1
DB00218,DB01403,DB00218-DB01403,1
DB00218,DB00992,DB00218-DB00992,1
DB00218,DB00834,DB00218-DB00834,1
DB00218,DB00370,DB00218-DB00370,1
DB00218,DB00688,DB00218-DB00688,1
DB00218,DB00461,DB00218-DB00461,1
DB00218,DB00788,DB00218-DB00788,1
DB00218,DB00540,DB00218-DB00540,1
DB00218,DB00334,DB00218-DB00334,1
DB00218,DB14881,DB00218-DB14881,1
DB00218,DB00991,DB00218-DB00991,1
DB00218,DB01267,DB00218-DB01267,1
DB00218,DB00556,DB00218-DB00556,1
DB00218,DB00850,DB00218-DB00850,1
DB00218,DB12978,DB00218-DB12978,1
DB00218,DB11071,DB00218-DB11071,1
DB00218,DB00812,DB00218-DB00812,1
DB00218,DB05316,DB00218-DB05316,1
DB00218,DB01100,DB00218-DB01100,1
DB00218,DB00554,DB00218-DB00554,1
DB00218,DB11642,DB00218-DB11642,1
DB00218,DB01263,DB00218-DB01263,1
DB00218,DB01032,DB00218-DB01032,1
DB00218,DB01599,DB00218-DB01599,1
DB00218,DB01035,DB00218-DB01035,1
DB00218,DB00433,DB00218-DB00433,1
DB00218,DB00420,DB00218-DB00420,1
DB00218,DB01182,DB00218-DB01182,1
DB00218,DB00818,DB00218-DB00818,1
DB00218,DB00344,DB00218-DB00344,1
DB00218,DB00881,DB00218-DB00881,1
DB00218,DB00908,DB00218-DB00908,1
DB00218,DB11853,DB00218-DB11853,1
DB00218,DB14761,DB00218-DB14761,1
DB00218,DB08864,DB00218-DB08864,1
DB00218,DB00734,DB00218-DB00734,1
DB00218,DB00989,DB00218-DB00989,1
DB00218,DB00533,DB00218-DB00533,1
DB00218,DB00936,DB00218-DB00936,1
DB00218,DB01399,DB00218-DB01399,1
DB00218,DB01232,DB00218-DB01232,1
DB00218,DB11135,DB00218-DB11135,1
DB00218,DB15685,DB00218-DB15685,1
DB00218,DB01236,DB00218-DB01236,1
DB00218,DB01591,DB00218-DB01591,1
DB00218,DB00489,DB00218-DB00489,1
DB00218,DB01015,DB00218-DB01015,1
DB00218,DB00605,DB00218-DB00605,1
DB00218,DB00382,DB00218-DB00382,1
DB00218,DB06402,DB00218-DB06402,1
DB00218,DB00976,DB00218-DB00976,1
DB00218,DB04844,DB00218-DB04844,1
DB00218,DB00679,DB00218-DB00679,1
DB00218,DB00697,DB00218-DB00697,1
DB00218,DB00500,DB00218-DB00500,1
DB00218,DB00656,DB00218-DB00656,1
DB00218,DB00831,DB00218-DB00831,1
DB00218,DB00508,DB00218-DB00508,1
DB00218,DB00726,DB00218-DB00726,1
DB00218,DB00580,DB00218-DB00580,1
DB00218,DB00862,DB00218-DB00862,1
DB00218,DB00285,DB00218-DB00285,1
DB00218,DB00582,DB00218-DB00582,1
DB00218,DB00246,DB00218-DB00246,1
DB00688,DB01602,DB00688-DB01602,1
DB00688,DB01053,DB00688-DB01053,1
DB00688,DB01053,DB00688-DB01053,1
DB00688,DB01053,DB00688-DB01053,1
DB00688,DB00833,DB00688-DB00833,1
DB00688,DB01140,DB00688-DB01140,1
DB00688,DB01326,DB00688-DB01326,1
DB00688,DB01139,DB00688-DB01139,1
DB00688,DB01327,DB00688-DB01327,1
DB00688,DB01066,DB00688-DB01066,1
DB00688,DB01413,DB00688-DB01413,1
DB00688,DB14879,DB00688-DB14879,1
DB00688,DB01328,DB00688-DB01328,1
DB00688,DB01329,DB00688-DB01329,1
DB00688,DB01331,DB00688-DB01331,1
DB00688,DB01416,DB00688-DB01416,1
DB00688,DB01333,DB00688-DB01333,1
DB00688,DB06590,DB00688-DB06590,1
DB00688,DB01415,DB00688-DB01415,1
DB00688,DB01332,DB00688-DB01332,1
DB00688,DB09050,DB00688-DB09050,1
DB00688,DB01212,DB00688-DB01212,1
DB00688,DB01112,DB00688-DB01112,1
DB00688,DB00827,DB00688-DB00827,1
DB00688,DB01147,DB00688-DB01147,1
DB00688,DB01111,DB00688-DB01111,1
DB00688,DB01764,DB00688-DB01764,1
DB00688,DB11943,DB00688-DB11943,1
DB00688,DB00900,DB00688-DB00900,1
DB00688,DB09123,DB00688-DB09123,1
DB00688,DB14783,DB00688-DB14783,1
DB00688,DB06211,DB00688-DB06211,1
DB00688,DB01395,DB00688-DB01395,1
DB00688,DB00754,DB00688-DB00754,1
DB00688,DB01320,DB00688-DB01320,1
DB00688,DB01044,DB00688-DB01044,1
DB00688,DB01155,DB00688-DB01155,1
DB00688,DB01598,DB00688-DB01598,1
DB00688,DB06636,DB00688-DB06636,1
DB00688,DB01627,DB00688-DB01627,1
DB00688,DB00978,DB00688-DB00978,1
DB00688,DB00760,DB00688-DB00760,1
DB00688,DB01603,DB00688-DB01603,1
DB00688,DB00948,DB00688-DB00948,1
DB00688,DB14219,DB00688-DB14219,1
DB00688,DB00779,DB00688-DB00779,1
DB00688,DB00452,DB00688-DB00452,1
DB00688,DB00955,DB00688-DB00955,1
DB00688,DB00698,DB00688-DB00698,1
DB00688,DB00717,DB00688-DB00717,1
DB00688,DB01059,DB00688-DB01059,1
DB00688,DB00957,DB00688-DB00957,1
DB00688,DB00367,DB00688-DB00367,1
DB00688,DB01051,DB00688-DB01051,1
DB00688,DB01165,DB00688-DB01165,1
DB00688,DB00713,DB00688-DB00713,1
DB00688,DB11642,DB00688-DB11642,1
DB00688,DB12615,DB00688-DB12615,1
DB00688,DB00881,DB00688-DB00881,1
DB00688,DB01045,DB00688-DB01045,1
DB00688,DB01208,DB00688-DB01208,1
DB00688,DB01299,DB00688-DB01299,1
DB00688,DB01015,DB00688-DB01015,1
DB00688,DB14569,DB00688-DB14569,1
DB00688,DB01607,DB00688-DB01607,1
DB00688,DB13179,DB00688-DB13179,1
DB00486,DB00972,DB00486-DB00972,1
DB00486,DB00768,DB00486-DB00768,1
DB00461,DB11932,DB00461-DB11932,1
DB00461,DB00630,DB00461-DB00630,1
DB00461,DB09026,DB00461-DB09026,1
DB00461,DB00594,DB00461-DB00594,1
DB00461,DB01125,DB00461-DB01125,1
DB00461,DB15233,DB00461-DB15233,1
DB00461,DB08822,DB00461-DB08822,1
DB00461,DB00542,DB00461-DB00542,1
DB00461,DB00562,DB00461-DB00562,1
DB00461,DB01244,DB00461-DB01244,1
DB00461,DB00612,DB00461-DB00612,1
DB00461,DB00963,DB00461-DB00963,1
DB00461,DB00887,DB00461-DB00887,1
DB00461,DB09061,DB00461-DB09061,1
DB00461,DB01197,DB00461-DB01197,1
DB00461,DB01136,DB00461-DB01136,1
DB00461,DB00880,DB00461-DB00880,1
DB00461,DB00827,DB00461-DB00827,1
DB00461,DB01242,DB00461-DB01242,1
DB00461,DB11943,DB00461-DB11943,1
DB00461,DB00861,DB00461-DB00861,1
DB00461,DB00843,DB00461-DB00843,1
DB00461,DB01395,DB00461-DB01395,1
DB00461,DB00476,DB00461-DB00476,1
DB00461,DB00625,DB00461-DB00625,1
DB00461,DB00584,DB00461-DB00584,1
DB00461,DB00467,DB00461-DB00467,1
DB00461,DB00700,DB00461-DB00700,1
DB00461,DB00876,DB00461-DB00876,1
DB00461,DB01175,DB00461-DB01175,1
DB00461,DB01077,DB00461-DB01077,1
DB00461,DB00749,DB00461-DB00749,1
DB00461,DB01023,DB00461-DB01023,1
DB00461,DB00573,DB00461-DB00573,1
DB00461,DB00472,DB00461-DB00472,1
DB00461,DB00695,DB00461-DB00695,1
DB00461,DB01044,DB00461-DB01044,1
DB00461,DB01275,DB00461-DB01275,1
DB00461,DB00999,DB00461-DB00999,1
DB00461,DB00774,DB00461-DB00774,1
DB00461,DB00710,DB00461-DB00710,1
DB00461,DB00808,DB00461-DB00808,1
DB00461,DB01029,DB00461-DB01029,1
DB00461,DB01009,DB00461-DB01009,1
DB00461,DB00465,DB00461-DB00465,1
DB00461,DB00598,DB00461-DB00598,1
DB00461,DB09237,DB00461-DB09237,1
DB00461,DB08918,DB00461-DB08918,1
DB00461,DB00722,DB00461-DB00722,1
DB00461,DB14509,DB00461-DB14509,1
DB00461,DB00978,DB00461-DB00978,1
DB00461,DB08827,DB00461-DB08827,1
DB00461,DB00678,DB00461-DB00678,1
DB00461,DB00939,DB00461-DB00939,1
DB00461,DB00784,DB00461-DB00784,1
DB00461,DB00814,DB00461-DB00814,1
DB00461,DB01028,DB00461-DB01028,1
DB00461,DB00524,DB00461-DB00524,1
DB00461,DB09413,DB00461-DB09413,1
DB00461,DB00779,DB00461-DB00779,1
DB00461,DB04861,DB00461-DB04861,1
DB00461,DB00955,DB00461-DB00955,1
DB00461,DB00622,DB00461-DB00622,1
DB00461,DB01115,DB00461-DB01115,1
DB00461,DB01059,DB00461-DB01059,1
DB00461,DB01165,DB00461-DB01165,1
DB00461,DB00991,DB00461-DB00991,1
DB00461,DB00715,DB00461-DB00715,1
DB00461,DB01359,DB00461-DB01359,1
DB00461,DB00790,DB00461-DB00790,1
DB00461,DB00812,DB00461-DB00812,1
DB00461,DB00960,DB00461-DB00960,1
DB00461,DB00554,DB00461-DB00554,1
DB00461,DB11642,DB00461-DB11642,1
DB00461,DB12615,DB00461-DB12615,1
DB00461,DB01324,DB00461-DB01324,1
DB00461,DB00571,DB00461-DB00571,1
DB00461,DB00881,DB00461-DB00881,1
DB00461,DB14761,DB00461-DB14761,1
DB00461,DB00884,DB00461-DB00884,1
DB00461,DB00533,DB00461-DB00533,1
DB00461,DB01104,DB00461-DB01104,1
DB00461,DB01138,DB00461-DB01138,1
DB00461,DB00605,DB00461-DB00605,1
DB00461,DB12887,DB00461-DB12887,1
DB00461,DB01265,DB00461-DB01265,1
DB00461,DB00966,DB00461-DB00966,1
DB00461,DB01133,DB00461-DB01133,1
DB00461,DB00684,DB00461-DB00684,1
DB00461,DB00500,DB00461-DB00500,1
DB00461,DB00519,DB00461-DB00519,1
DB00461,DB01021,DB00461-DB01021,1
DB00461,DB00580,DB00461-DB00580,1
DB00461,DB00661,DB00461-DB00661,1
DB00461,DB06684,DB00461-DB06684,1
DB00461,DB09068,DB00461-DB09068,1
DB00461,DB15035,DB00461-DB15035,1
DB01203,DB01274,DB01203-DB01274,1
DB01203,DB01238,DB01203-DB01238,1
DB01203,DB06237,DB01203-DB06237,1
DB01203,DB01244,DB01203-DB01244,1
DB01203,DB09128,DB01203-DB09128,1
DB01203,DB14006,DB01203-DB14006,1
DB01203,DB04920,DB01203-DB04920,1
DB01203,DB01452,DB01203-DB01452,1
DB01203,DB01495,DB01203-DB01495,1
DB01203,DB01396,DB01203-DB01396,1
DB01203,DB01551,DB01203-DB01551,1
DB01203,DB04855,DB01203-DB04855,1
DB01203,DB01253,DB01203-DB01253,1
DB01203,DB04946,DB01203-DB04946,1
DB01203,DB01247,DB01203-DB01247,1
DB01203,DB09083,DB01203-DB09083,1
DB01203,DB06218,DB01203-DB06218,1
DB01203,DB11732,DB01203-DB11732,1
DB01203,DB09237,DB01203-DB09237,1
DB01203,DB09351,DB01203-DB09351,1
DB01203,DB01210,DB01203-DB01210,1
DB01203,DB01235,DB01203-DB01235,1
DB01203,DB13139,DB01203-DB13139,1
DB01203,DB01583,DB01203-DB01583,1
DB01203,DB14509,DB01203-DB14509,1
DB01203,DB04948,DB01203-DB04948,1
DB01203,DB06077,DB01203-DB06077,1
DB01203,DB01365,DB01203-DB01365,1
DB01203,DB01403,DB01203-DB01403,1
DB01203,DB01214,DB01203-DB01214,1
DB01203,DB01336,DB01203-DB01336,1
DB01203,DB01226,DB01203-DB01226,1
DB01203,DB01618,DB01203-DB01618,1
DB01203,DB14881,DB01203-DB14881,1
DB01203,DB01267,DB01203-DB01267,1
DB01203,DB09117,DB01203-DB09117,1
DB01203,DB01338,DB01203-DB01338,1
DB01203,DB01324,DB01203-DB01324,1
DB01203,DB01589,DB01203-DB01589,1
DB01203,DB01224,DB01203-DB01224,1
DB01203,DB04834,DB01203-DB04834,1
DB01203,DB01367,DB01203-DB01367,1
DB01203,DB12404,DB01203-DB12404,1
DB01203,DB08931,DB01203-DB08931,1
DB01203,DB06654,DB01203-DB06654,1
DB01203,DB01399,DB01203-DB01399,1
DB01203,DB01232,DB01203-DB01232,1
DB01203,DB06207,DB01203-DB06207,1
DB01203,DB09072,DB01203-DB09072,1
DB01203,DB09071,DB01203-DB09071,1
DB01203,DB04844,DB01203-DB04844,1
DB01203,DB01623,DB01203-DB01623,1
DB01203,DB01339,DB01203-DB01339,1
DB01203,DB11180,DB01203-DB11180,1
DB01203,DB09316,DB01203-DB09316,1
DB00607,DB00802,DB00607-DB00802,1
DB00607,DB01118,DB00607-DB01118,1
DB00607,DB00701,DB00607-DB00701,1
DB00607,DB01238,DB00607-DB01238,1
DB00607,DB06413,DB00607-DB06413,1
DB00607,DB01072,DB00607-DB01072,1
DB00607,DB01076,DB00607-DB01076,1
DB00607,DB06237,DB00607-DB06237,1
DB00607,DB15233,DB00607-DB15233,1
DB00607,DB08903,DB00607-DB08903,1
DB00607,DB11799,DB00607-DB11799,1
DB00607,DB00921,DB00607-DB00921,1
DB00607,DB00611,DB00607-DB00611,1
DB00607,DB11791,DB00607-DB11791,1
DB00607,DB09102,DB00607-DB09102,1
DB00607,DB00705,DB00607-DB00705,1
DB00607,DB01551,DB00607-DB01551,1
DB00607,DB08930,DB00607-DB08930,1
DB00607,DB00843,DB00607-DB00843,1
DB00607,DB12301,DB00607-DB12301,1
DB00607,DB04855,DB00607-DB04855,1
DB00607,DB01395,DB00607-DB01395,1
DB00607,DB11952,DB00607-DB11952,1
DB00607,DB09101,DB00607-DB09101,1
DB00607,DB12147,DB00607-DB12147,1
DB00607,DB01253,DB00607-DB01253,1
DB00607,DB00696,DB00607-DB00696,1
DB00607,DB00783,DB00607-DB00783,1
DB00607,DB00783,DB00607-DB00783,1
DB00607,DB00655,DB00607-DB00655,1
DB00607,DB04574,DB00607-DB04574,1
DB00607,DB06414,DB00607-DB06414,1
DB00607,DB01023,DB00607-DB01023,1
DB00607,DB00813,DB00607-DB00813,1
DB00607,DB06702,DB00607-DB06702,1
DB00607,DB04908,DB00607-DB04908,1
DB00607,DB01319,DB00607-DB01319,1
DB00607,DB06717,DB00607-DB06717,1
DB00607,DB11796,DB00607-DB11796,1
DB00607,DB13879,DB00607-DB13879,1
DB00607,DB11575,DB00607-DB11575,1
DB00607,DB01018,DB00607-DB01018,1
DB00607,DB11757,DB00607-DB11757,1
DB00607,DB09083,DB00607-DB09083,1
DB00607,DB11951,DB00607-DB11951,1
DB00607,DB12070,DB00607-DB12070,1
DB00607,DB01227,DB00607-DB01227,1
DB00607,DB01002,DB00607-DB01002,1
DB00607,DB06448,DB00607-DB06448,1
DB00607,DB06077,DB00607-DB06077,1
DB00607,DB08815,DB00607-DB08815,1
DB00607,DB12674,DB00607-DB12674,1
DB00607,DB08932,DB00607-DB08932,1
DB00607,DB00834,DB00607-DB00834,1
DB00607,DB08893,DB00607-DB08893,1
DB00607,DB00745,DB00607-DB00745,1
DB00607,DB00688,DB00607-DB00688,1
DB00607,DB00622,DB00607-DB00622,1
DB00607,DB01115,DB00607-DB01115,1
DB00607,DB00717,DB00607-DB00717,1
DB00607,DB00367,DB00607-DB00367,1
DB00607,DB14881,DB00607-DB14881,1
DB00607,DB15102,DB00607-DB15102,1
DB00607,DB12978,DB00607-DB12978,1
DB00607,DB05316,DB00607-DB05316,1
DB00607,DB05154,DB00607-DB05154,1
DB00607,DB01032,DB00607-DB01032,1
DB00607,DB01224,DB00607-DB01224,1
DB00607,DB04575,DB00607-DB04575,1
DB00607,DB00980,DB00607-DB00980,1
DB00607,DB08864,DB00607-DB08864,1
DB00607,DB12457,DB00607-DB12457,1
DB00607,DB08931,DB00607-DB08931,1
DB00607,DB14840,DB00607-DB14840,1
DB00607,DB01232,DB00607-DB01232,1
DB00607,DB15685,DB00607-DB15685,1
DB00607,DB11689,DB00607-DB11689,1
DB00607,DB06207,DB00607-DB06207,1
DB00607,DB01591,DB00607-DB01591,1
DB00607,DB09118,DB00607-DB09118,1
DB00607,DB09034,DB00607-DB09034,1
DB00607,DB00820,DB00607-DB00820,1
DB00607,DB09071,DB00607-DB09071,1
DB00607,DB12887,DB00607-DB12887,1
DB00607,DB00976,DB00607-DB00976,1
DB00607,DB00932,DB00607-DB00932,1
DB00607,DB11652,DB00607-DB11652,1
DB00607,DB11613,DB00607-DB11613,1
DB00607,DB00661,DB00607-DB00661,1
DB00607,DB06684,DB00607-DB06684,1
DB00607,DB09068,DB00607-DB09068,1
DB00607,DB14975,DB00607-DB14975,1
DB00607,DB00909,DB00607-DB00909,1
DB00844,DB01193,DB00844-DB01193,1
DB00844,DB00918,DB00844-DB00918,1
DB00844,DB11640,DB00844-DB11640,1
DB00844,DB01351,DB00844-DB01351,1
DB00844,DB00964,DB00844-DB00964,1
DB00844,DB01238,DB00844-DB01238,1
DB00844,DB00972,DB00844-DB00972,1
DB00844,DB08822,DB00844-DB08822,1
DB00844,DB01244,DB00844-DB01244,1
DB00844,DB11859,DB00844-DB11859,1
DB00844,DB09128,DB00844-DB09128,1
DB00844,DB05541,DB00844-DB05541,1
DB00844,DB01200,DB00844-DB01200,1
DB00844,DB00887,DB00844-DB00887,1
DB00844,DB00921,DB00844-DB00921,1
DB00844,DB09061,DB00844-DB09061,1
DB00844,DB01197,DB00844-DB01197,1
DB00844,DB06119,DB00844-DB06119,1
DB00844,DB01563,DB00844-DB01563,1
DB00844,DB01178,DB00844-DB01178,1
DB00844,DB00880,DB00844-DB00880,1
DB00844,DB04920,DB00844-DB04920,1
DB00844,DB01242,DB00844-DB01242,1
DB00844,DB01068,DB00844-DB01068,1
DB00844,DB00924,DB00844-DB00924,1
DB00844,DB01219,DB00844-DB01219,1
DB00844,DB01189,DB00844-DB01189,1
DB00844,DB01151,DB00844-DB01151,1
DB00844,DB06700,DB00844-DB06700,1
DB00844,DB01209,DB00844-DB01209,1
DB00844,DB01452,DB00844-DB01452,1
DB00844,DB01495,DB00844-DB01495,1
DB00844,DB01551,DB00844-DB01551,1
DB00844,DB00985,DB00844-DB00985,1
DB00844,DB00876,DB00844-DB00876,1
DB00844,DB01175,DB00844-DB01175,1
DB00844,DB11823,DB00844-DB11823,1
DB00844,DB14575,DB00844-DB14575,1
DB00844,DB01215,DB00844-DB01215,1
DB00844,DB04953,DB00844-DB04953,1
DB00844,DB00949,DB00844-DB00949,1
DB00844,DB01023,DB00844-DB01023,1
DB00844,DB06702,DB00844-DB06702,1
DB00844,DB01148,DB00844-DB01148,1
DB00844,DB04908,DB00844-DB04908,1
DB00844,DB01320,DB00844-DB01320,1
DB00844,DB06716,DB00844-DB06716,1
DB00844,DB00998,DB00844-DB00998,1
DB00844,DB01170,DB00844-DB01170,1
DB00844,DB01159,DB00844-DB01159,1
DB00844,DB01275,DB00844-DB01275,1
DB00844,DB00999,DB00844-DB00999,1
DB00844,DB04946,DB00844-DB04946,1
DB00844,DB01029,DB00844-DB01029,1
DB00844,DB01247,DB00844-DB01247,1
DB00844,DB00883,DB00844-DB00883,1
DB00844,DB01020,DB00844-DB01020,1
DB00844,DB01322,DB00844-DB01322,1
DB00844,DB01221,DB00844-DB01221,1
DB00844,DB11732,DB00844-DB11732,1
DB00844,DB11951,DB00844-DB11951,1
DB00844,DB01227,DB00844-DB01227,1
DB00844,DB09237,DB00844-DB09237,1
DB00844,DB01202,DB00844-DB01202,1
DB00844,DB00854,DB00844-DB00854,1
DB00844,DB14509,DB00844-DB14509,1
DB00844,DB04948,DB00844-DB04948,1
DB00844,DB06077,DB00844-DB06077,1
DB00844,DB08815,DB00844-DB08815,1
DB00844,DB00934,DB00844-DB00934,1
DB00844,DB00933,DB00844-DB00933,1
DB00844,DB01403,DB00844-DB01403,1
DB00844,DB01028,DB00844-DB01028,1
DB00844,DB05246,DB00844-DB05246,1
DB00844,DB00849,DB00844-DB00849,1
DB00844,DB01618,DB00844-DB01618,1
DB00844,DB01203,DB00844-DB01203,1
DB00844,DB00952,DB00844-DB00952,1
DB00844,DB04861,DB00844-DB04861,1
DB00844,DB01149,DB00844-DB01149,1
DB00844,DB01115,DB00844-DB01115,1
DB00844,DB06690,DB00844-DB06690,1
DB00844,DB14881,DB00844-DB14881,1
DB00844,DB11632,DB00844-DB11632,1
DB00844,DB01173,DB00844-DB01173,1
DB00844,DB02959,DB00844-DB02959,1
DB00844,DB01062,DB00844-DB01062,1
DB00844,DB01192,DB00844-DB01192,1
DB00844,DB01267,DB00844-DB01267,1
DB00844,DB09117,DB00844-DB09117,1
DB00844,DB08883,DB00844-DB08883,1
DB00844,DB01186,DB00844-DB01186,1
DB00844,DB00850,DB00844-DB00850,1
DB00844,DB01121,DB00844-DB01121,1
DB00844,DB01174,DB00844-DB01174,1
DB00844,DB11160,DB00844-DB11160,1
DB00844,DB05316,DB00844-DB05316,1
DB00844,DB01100,DB00844-DB01100,1
DB00844,DB00960,DB00844-DB00960,1
DB00844,DB01324,DB00844-DB01324,1
DB00844,DB01589,DB00844-DB01589,1
DB00844,DB01224,DB00844-DB01224,1
DB00844,DB00881,DB00844-DB00881,1
DB00844,DB00980,DB00844-DB00980,1
DB00844,DB01367,DB00844-DB01367,1
DB00844,DB00899,DB00844-DB00899,1
DB00844,DB12404,DB00844-DB12404,1
DB00844,DB00953,DB00844-DB00953,1
DB00844,DB05271,DB00844-DB05271,1
DB00844,DB06201,DB00844-DB06201,1
DB00844,DB01104,DB00844-DB01104,1
DB00844,DB01236,DB00844-DB01236,1
DB00844,DB06207,DB00844-DB06207,1
DB00844,DB09072,DB00844-DB09072,1
DB00844,DB01591,DB00844-DB01591,1
DB00844,DB09034,DB00844-DB09034,1
DB00844,DB06204,DB00844-DB06204,1
DB00844,DB09071,DB00844-DB09071,1
DB00844,DB00966,DB00844-DB00966,1
DB00844,DB01162,DB00844-DB01162,1
DB00844,DB04844,DB00844-DB04844,1
DB00844,DB01623,DB00844-DB01623,1
DB00844,DB00906,DB00844-DB00906,1
DB00844,DB01036,DB00844-DB01036,1
DB00844,DB00897,DB00844-DB00897,1
DB00844,DB01116,DB00844-DB01116,1
DB00844,DB11915,DB00844-DB11915,1
DB00844,DB01080,DB00844-DB01080,1
DB00844,DB06684,DB00844-DB06684,1
DB00844,DB09068,DB00844-DB09068,1
DB00844,DB00962,DB00844-DB00962,1
DB00844,DB06283,DB00844-DB06283,1
DB00844,DB00909,DB00844-DB00909,1
DB00844,DB15779,DB00844-DB15779,1
DB11691,DB11932,DB11691-DB11932,1
DB00779,DB11640,DB00779-DB11640,1
DB00779,DB00855,DB00779-DB00855,1
DB00779,DB11936,DB00779-DB11936,1
DB00779,DB14006,DB00779-DB14006,1
DB00779,DB00900,DB00779-DB00900,1
DB00779,DB00861,DB00779-DB00861,1
DB00779,DB13257,DB00779-DB13257,1
DB00779,DB01009,DB00779-DB01009,1
DB00779,DB12674,DB00779-DB12674,1
DB00779,DB00939,DB00779-DB00939,1
DB00779,DB00784,DB00779-DB00784,1
DB00779,DB01065,DB00779-DB01065,1
DB00779,DB00814,DB00779-DB00814,1
DB00779,DB01357,DB00779-DB01357,1
DB00779,DB00992,DB00779-DB00992,1
DB00779,DB00788,DB00779-DB00788,1
DB00779,DB00991,DB00779-DB00991,1
DB00779,DB11071,DB00779-DB11071,1
DB00779,DB12615,DB00779-DB12615,1
DB00779,DB01032,DB00779-DB01032,1
DB00779,DB00881,DB00779-DB00881,1
