DBID1,DBID2,label
DB00636,DB00701,0
DB00636,DB00224,0
DB00636,DB01232,0
DB00636,DB01232,0
DB00636,DB01601,0
DB00636,DB00503,0
DB00636,DB00220,0
DB00636,DB00295,0
DB00636,DB00295,0
DB00636,DB00295,0
DB00636,DB00860,0
DB00636,DB00231,0
DB00636,DB00277,0
DB00518,DB00091,0
DB00518,DB00701,0
DB00518,DB00224,0
DB00518,DB01232,0
DB00518,DB01232,0
DB00518,DB01601,0
DB00518,DB00503,0
DB00518,DB00220,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00860,0
DB00518,DB00231,0
DB00518,DB00277,0
DB00091,DB00701,0
DB00091,DB00224,0
DB00091,DB01232,0
DB00091,DB01232,0
DB00091,DB01601,0
DB00091,DB00503,0
DB00091,DB00220,0
DB00091,DB00295,0
DB00091,DB00295,0
DB00091,DB00295,0
DB00091,DB00860,0
DB00091,DB00231,0
DB00091,DB00277,0
DB00701,DB00224,0
DB00701,DB01232,0
DB00701,DB01232,0
DB00701,DB01601,0
DB00701,DB00503,0
DB00701,DB00220,0
DB00701,DB00295,0
DB00701,DB00295,0
DB00701,DB00295,0
DB00701,DB00860,0
DB00701,DB00231,0
DB00701,DB00277,0
DB00224,DB01232,0
DB00224,DB01232,0
DB00224,DB01601,0
DB00224,DB00503,0
DB00224,DB00220,0
DB00224,DB00295,0
DB00224,DB00295,0
DB00224,DB00295,0
DB00224,DB00860,0
DB00224,DB00231,0
DB00224,DB00277,0
DB01232,DB01232,0
DB01232,DB01601,0
DB01232,DB00503,0
DB01232,DB00220,0
DB01232,DB00295,0
DB01232,DB00295,0
DB01232,DB00295,0
DB01232,DB00860,0
DB01232,DB00231,0
DB01232,DB00277,0
DB01232,DB01601,0
DB01232,DB00503,0
DB01232,DB00220,0
DB01232,DB00295,0
DB01232,DB00295,0
DB01232,DB00295,0
DB01232,DB00860,0
DB01232,DB00231,0
DB01232,DB00277,0
DB01601,DB00503,0
DB01601,DB00220,0
DB01601,DB00295,0
DB01601,DB00295,0
DB01601,DB00295,0
DB01601,DB00860,0
DB01601,DB00231,0
DB01601,DB00277,0
DB00503,DB00220,0
DB00503,DB00295,0
DB00503,DB00295,0
DB00503,DB00295,0
DB00503,DB00860,0
DB00503,DB00231,0
DB00503,DB00277,0
DB00220,DB00295,0
DB00220,DB00295,0
DB00220,DB00295,0
DB00220,DB00860,0
DB00220,DB00231,0
DB00220,DB00277,0
DB00295,DB00295,0
DB00295,DB00295,0
DB00295,DB00860,0
DB00295,DB00231,0
DB00295,DB00277,0
DB00295,DB00295,0
DB00295,DB00860,0
DB00295,DB00231,0
DB00295,DB00277,0
DB00295,DB00860,0
DB00295,DB00231,0
DB00295,DB00277,0
DB00860,DB00231,0
DB00860,DB00277,0
DB00231,DB00277,0
DB00990,DB00990,0
DB00349,DB00349,0
DB00349,DB00949,0
DB00349,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00778,DB00949,0
DB00778,DB00949,0
DB00949,DB00949,0
DB00949,DB00949,0
DB00381,DB00381,0
DB00381,DB00381,0
DB00381,DB01023,0
DB00381,DB00381,0
DB01023,DB00381,0
DB00381,DB00381,0
DB00381,DB00381,0
DB00381,DB00381,0
DB00555,DB00381,0
DB00555,DB00555,0
DB00381,DB00555,1
DB00518,DB09462,0
DB00381,DB09338,0
DB00381,DB00562,0
DB09338,DB00562,0
DB01108,DB01108,0
DB01108,DB01108,0
DB01108,DB01108,0
DB00363,DB00813,0
DB00813,DB00683,1
DB00813,DB01086,1
DB00813,DB00898,1
DB00683,DB01086,0
DB00683,DB00898,0
DB01086,DB00898,0
DB01626,DB00813,0
DB01626,DB01626,0
DB00813,DB01626,0
DB00778,DB01511,0
DB00950,DB01370,1
DB00950,DB00518,1
DB01370,DB00518,0
DB00518,DB01370,1
DB01216,DB11079,0
DB01216,DB01110,0
DB01216,DB00555,0
DB01216,DB09338,0
DB01216,DB00814,0
DB11079,DB01110,0
DB11079,DB00555,0
DB11079,DB09338,0
DB11079,DB00814,0
DB01110,DB00555,0
DB01110,DB09338,0
DB01110,DB00814,0
DB00555,DB09338,0
DB00555,DB00814,0
DB09338,DB00814,0
DB01216,DB01216,0
DB01216,DB01216,0
DB00987,DB00381,0
DB00987,DB01099,1
DB00381,DB01099,0
DB01073,DB00552,1
DB00749,DB00359,0
DB00518,DB00518,0
DB01108,DB01108,0
DB01205,DB01086,0
DB01205,DB00458,1
DB01205,DB00207,0
DB00458,DB00207,0
DB00402,DB01205,1
DB00898,DB00207,0
DB00898,DB01205,0
DB01626,DB00215,1
DB00682,DB00458,0
DB00682,DB05381,0
DB00682,DB00564,0
DB00682,DB00501,0
DB00682,DB09153,0
DB00682,DB00518,0
DB00458,DB05381,0
DB00458,DB00564,0
DB00458,DB00501,0
DB00458,DB09153,0
DB00458,DB00518,0
DB05381,DB00564,0
DB05381,DB00501,0
DB05381,DB09153,0
DB05381,DB00518,0
DB00564,DB00501,0
DB00564,DB09153,0
DB00564,DB00518,0
DB00501,DB09153,0
DB00501,DB00518,0
DB09153,DB00518,0
DB00898,DB00898,0
DB00898,DB00458,0
DB00898,DB00458,0
DB00898,DB00458,0
DB00898,DB00458,0
DB00458,DB00458,0
DB00712,DB00712,0
DB00712,DB00518,0
DB00712,DB00712,0
DB00381,DB00712,0
DB00712,DB00712,0
DB09338,DB00712,0
DB09338,DB00518,0
DB00712,DB00518,0
DB00712,DB09338,1
DB00381,DB00712,0
DB00381,DB00914,0
DB00381,DB00914,0
DB00712,DB00914,0
DB00712,DB00914,0
DB00914,DB00914,0
DB00712,DB00381,1
DB09154,DB00499,0
DB00404,DB09096,0
DB00842,DB00231,0
DB00404,DB00543,0
DB00404,DB00404,0
DB00404,DB00404,0
DB00404,DB00404,0
DB00543,DB00404,1
DB00543,DB00404,0
DB00543,DB00404,0
DB00404,DB00404,0
DB00404,DB00404,0
DB00404,DB00404,0
DB00404,DB00543,1
DB00404,DB00404,0
DB00543,DB00404,0
DB00543,DB09154,0
DB00555,DB09338,0
DB00555,DB00152,0
DB09338,DB00152,0
DB01213,DB00898,1
DB00898,DB01213,1
DB01110,DB00983,0
DB00381,DB00983,1
DB00548,DB00458,0
DB00548,DB00983,0
DB00548,DB00548,0
DB00548,DB00458,0
DB00548,DB00983,0
DB00458,DB00983,0
DB00458,DB00548,0
DB00458,DB00458,0
DB00458,DB00983,0
DB00983,DB00548,1
DB00983,DB00458,1
DB00983,DB00983,0
DB00548,DB00458,0
DB00548,DB00983,0
DB00458,DB00983,0
DB01108,DB09338,0
DB01108,DB01108,0
DB01108,DB09338,0
DB09338,DB01108,0
DB09338,DB09338,0
DB01108,DB09338,0
DB00548,DB05381,0
DB00548,DB00458,0
DB05381,DB00458,0
DB00983,DB00983,0
DB00983,DB01108,0
DB00983,DB01110,0
DB00529,DB00548,1
DB00529,DB00548,1
DB00529,DB00548,1
DB00529,DB00548,1
DB00548,DB00548,0
DB00548,DB00828,0
DB09338,DB09338,0
DB09338,DB00492,0
DB09338,DB00492,1
DB09338,DB00492,1
DB06723,DB00722,1
DB06723,DB00722,0
DB06723,DB00722,0
DB00722,DB00722,0
DB00722,DB00722,0
DB00722,DB00722,0
DB00310,DB00742,0
DB00310,DB06268,0
DB00310,DB00722,0
DB00742,DB06268,0
DB00742,DB00722,0
DB06268,DB00722,0
DB00252,DB01320,0
DB00898,DB01118,0
DB00898,DB00475,0
DB00898,DB00266,0
DB00898,DB00822,0
DB00898,DB00593,0
DB00898,DB00979,0
DB00898,DB00656,0
DB01118,DB00475,0
DB01118,DB00266,0
DB01118,DB00822,0
DB01118,DB00593,0
DB01118,DB00979,0
DB01118,DB00656,0
DB00475,DB00266,0
DB00475,DB00822,0
DB00475,DB00593,0
DB00475,DB00979,0
DB00475,DB00656,0
DB00266,DB00822,0
DB00266,DB00593,0
DB00266,DB00979,0
DB00266,DB00656,0
DB00822,DB00593,0
DB00822,DB00979,0
DB00822,DB00656,0
DB00593,DB00979,0
DB00593,DB00656,0
DB00979,DB00656,0
DB00458,DB01320,1
DB01108,DB01396,0
DB01108,DB00783,0
DB01108,DB00548,0
DB01396,DB00783,0
DB01396,DB00548,0
DB00783,DB00548,0
DB00947,DB00947,0
DB00996,DB00996,0
DB06774,DB01075,0
DB06774,DB00996,0
DB01075,DB00996,0
DB00714,DB00996,0
DB00714,DB00996,0
DB00996,DB00996,0
DB00518,DB00518,0
DB00518,DB00996,0
DB00518,DB00996,1
DB00996,DB00518,1
DB00996,DB00518,1
DB01155,DB00396,1
DB01155,DB01155,0
DB00396,DB01155,0
DB01155,DB01155,0
DB01155,DB01370,1
DB01378,DB01370,0
DB01378,DB01592,0
DB01378,DB02701,0
DB01378,DB09321,0
DB01378,DB00169,0
DB01378,DB00900,0
DB01378,DB01155,1
DB01370,DB01592,0
DB01370,DB02701,0
DB01370,DB09321,0
DB01370,DB00169,0
DB01370,DB00900,0
DB01370,DB01155,1
DB01592,DB02701,0
DB01592,DB09321,0
DB01592,DB00169,0
DB01592,DB00900,0
DB01592,DB01155,1
DB02701,DB09321,0
DB02701,DB00169,0
DB02701,DB00900,0
DB02701,DB01155,1
DB09321,DB00169,0
DB09321,DB00900,0
DB09321,DB01155,1
DB00169,DB00900,0
DB00169,DB01155,1
DB00900,DB01155,1
DB00381,DB00979,0
DB00381,DB00548,0
DB00381,DB00381,0
DB00979,DB00548,0
DB00979,DB00381,0
DB00548,DB00381,0
DB00999,DB09338,0
DB00999,DB01108,0
DB00999,DB00783,0
DB09338,DB01108,0
DB09338,DB00783,0
DB01108,DB00783,0
DB00518,DB00586,0
DB00518,DB09214,0
DB00518,DB01009,0
DB00518,DB00749,0
DB00518,DB00749,0
DB00518,DB00328,0
DB00518,DB00461,0
DB00518,DB01511,0
DB00518,DB01050,0
DB00586,DB09214,0
DB00586,DB01009,0
DB00586,DB00749,0
DB00586,DB00749,0
DB00586,DB00328,0
DB00586,DB00461,0
DB00586,DB01511,0
DB00586,DB01050,0
DB09214,DB01009,0
DB09214,DB00749,0
DB09214,DB00749,0
DB09214,DB00328,0
DB09214,DB00461,0
DB09214,DB01511,0
DB09214,DB01050,0
DB01009,DB00749,0
DB01009,DB00749,0
DB01009,DB00328,0
DB01009,DB00461,0
DB01009,DB01511,0
DB01009,DB01050,0
DB00749,DB00749,0
DB00749,DB00328,0
DB00749,DB00461,0
DB00749,DB01511,0
DB00749,DB01050,0
DB00749,DB00328,0
DB00749,DB00461,0
DB00749,DB01511,0
DB00749,DB01050,0
DB00328,DB00461,0
DB00328,DB01511,0
DB00328,DB01050,0
DB00461,DB01511,0
DB00461,DB01050,0
DB01511,DB01050,0
DB01015,DB00795,0
DB00571,DB00335,0
DB00571,DB00264,0
DB00335,DB00264,0
DB09338,DB01029,0
DB09338,DB00880,0
DB09338,DB00880,0
DB09338,DB00880,0
DB01029,DB00880,0
DB01029,DB00880,0
DB01029,DB00880,0
DB00880,DB00880,0
DB00880,DB00880,0
DB00880,DB00880,0
DB00635,DB00635,0
DB00635,DB01075,0
DB00635,DB00860,0
DB00635,DB01075,0
DB00635,DB00860,0
DB01075,DB00860,0
DB00477,DB00207,0
DB00477,DB00623,0
DB00477,DB00433,0
DB00477,DB00433,0
DB00477,DB01511,0
DB00207,DB00623,0
DB00207,DB00433,0
DB00207,DB00433,0
DB00207,DB01511,0
DB00623,DB00433,0
DB00623,DB00433,0
DB00623,DB01511,0
DB00433,DB00433,0
DB00433,DB01511,0
DB00433,DB01511,0
DB00381,DB00979,0
DB00381,DB00548,0
DB00381,DB00381,0
DB00979,DB00548,0
DB00979,DB00381,0
DB00548,DB00381,0
DB00999,DB09338,0
DB00999,DB01108,0
DB00999,DB00783,0
DB09338,DB01108,0
DB09338,DB00783,0
DB01108,DB00783,0
DB00122,DB00458,0
DB01431,DB00736,0
DB00927,DB00988,1
DB01370,DB01592,0
DB01370,DB02701,0
DB01370,DB01592,0
DB01370,DB09321,0
DB01370,DB00169,0
DB01370,DB00900,0
DB01592,DB02701,0
DB01592,DB01592,0
DB01592,DB09321,0
DB01592,DB00169,0
DB01592,DB00900,0
DB02701,DB01592,0
DB02701,DB09321,0
DB02701,DB00169,0
DB02701,DB00900,0
DB01592,DB09321,0
DB01592,DB00169,0
DB01592,DB00900,0
DB09321,DB00169,0
DB09321,DB00900,0
DB00169,DB00900,0
DB01412,DB01412,0
DB00518,DB00518,0
DB00381,DB00381,0
DB00898,DB05381,0
DB00898,DB05381,0
DB01203,DB00373,0
DB00736,DB00783,0
DB00381,DB00518,0
DB00381,DB01086,1
DB00381,DB00898,1
DB00518,DB01086,1
DB00518,DB00898,1
DB01086,DB00898,0
DB01159,DB00548,1
DB00668,DB01159,1
DB00668,DB00381,0
DB00266,DB00682,0
DB00518,DB00759,0
DB00518,DB05381,0
DB00759,DB05381,0
DB01452,DB00898,1
DB01452,DB00518,1
DB00898,DB00518,0
DB01086,DB01452,1
DB00783,DB00781,0
DB00783,DB01108,0
DB00781,DB01108,0
DB01108,DB00927,0
DB00518,DB00381,0
DB00999,DB00381,1
DB00999,DB09338,0
DB00381,DB09338,0
DB11079,DB00381,0
DB11079,DB00898,0
DB11079,DB00956,1
DB00381,DB00898,0
DB00381,DB00956,1
DB00898,DB00956,1
DB01626,DB00458,0
DB01626,DB00956,1
DB01626,DB00458,0
DB01626,DB00956,0
DB00458,DB00956,1
DB00458,DB00458,0
DB00458,DB00956,0
DB00956,DB00458,0
DB00956,DB00956,0
DB00458,DB00956,0
DB00122,DB00956,1
DB00749,DB01108,0
DB00749,DB00927,0
DB01108,DB00927,0
DB00381,DB09338,0
DB11079,DB01086,0
DB11079,DB00683,0
DB11079,DB00458,0
DB11079,DB00898,0
DB11079,DB00327,1
DB01086,DB00683,0
DB01086,DB00458,0
DB01086,DB00898,0
DB01086,DB00327,1
DB00683,DB00458,0
DB00683,DB00898,0
DB00683,DB00327,1
DB00458,DB00898,0
DB00458,DB00327,1
DB00898,DB00327,1
DB00778,DB11079,1
DB00424,DB00548,1
DB00424,DB00458,1
DB00424,DB05381,1
DB00548,DB00458,0
DB00548,DB05381,0
DB00458,DB05381,0
DB01370,DB01592,0
DB01370,DB00630,1
DB01592,DB00630,1
DB00630,DB00548,1
DB00630,DB00630,0
DB00586,DB00630,0
DB00381,DB00381,0
DB00381,DB01050,0
DB00381,DB01050,0
DB00781,DB00781,0
DB00819,DB00749,0
DB00819,DB00781,0
DB00749,DB00781,0
DB00568,DB00518,1
DB09338,DB11079,0
DB09338,DB01108,0
DB11079,DB01108,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB00619,DB00619,0
DB01086,DB00548,0
DB01086,DB00458,1
DB00548,DB00458,1
DB00458,DB00458,0
DB00353,DB00353,0
DB00224,DB00900,1
DB00224,DB00238,1
DB00381,DB00670,0
DB00328,DB09338,0
DB00328,DB09338,0
DB09338,DB09338,0
DB00381,DB01108,0
DB00781,DB00518,0
DB00781,DB01108,0
DB00781,DB01033,0
DB00781,DB00585,0
DB00518,DB01108,0
DB00518,DB01033,0
DB00518,DB00585,0
DB01108,DB01033,0
DB01108,DB00585,0
DB01033,DB00585,0
DB00381,DB01108,0
DB01108,DB00781,0
DB00548,DB01626,0
DB00548,DB00979,0
DB00548,DB09099,0
DB00548,DB00104,0
DB00548,DB00781,0
DB01626,DB00979,0
DB01626,DB09099,0
DB01626,DB00104,0
DB01626,DB00781,0
DB00979,DB09099,0
DB00979,DB00104,0
DB00979,DB00781,0
DB09099,DB00104,0
DB09099,DB00781,0
DB00104,DB00781,0
DB01108,DB01406,0
DB01108,DB09338,0
DB01108,DB00381,0
DB01108,DB00518,0
DB01108,DB00783,0
DB01406,DB09338,0
DB01406,DB00381,0
DB01406,DB00518,0
DB01406,DB00783,0
DB09338,DB00381,0
DB09338,DB00518,0
DB09338,DB00783,0
DB00381,DB00518,0
DB00381,DB00783,0
DB00518,DB00783,0
DB00548,DB00548,0
DB00548,DB00979,0
DB00548,DB09099,0
DB00548,DB00104,0
DB00548,DB00781,0
DB00548,DB00979,0
DB00548,DB09099,0
DB00548,DB00104,0
DB00548,DB00781,0
DB00979,DB09099,0
DB00979,DB00104,0
DB00979,DB00781,0
DB09099,DB00104,0
DB09099,DB00781,0
DB00104,DB00781,0
DB01108,DB01406,0
DB01108,DB09338,0
DB01108,DB00381,0
DB01108,DB13139,0
DB01108,DB00783,0
DB01406,DB09338,0
DB01406,DB00381,0
DB01406,DB13139,0
DB01406,DB00783,0
DB09338,DB00381,0
DB09338,DB13139,0
DB09338,DB00783,0
DB00381,DB13139,0
DB00381,DB00783,0
DB13139,DB00783,0
DB09153,DB09153,0
DB01108,DB00927,0
DB00332,DB01108,0
DB00518,DB00332,0
DB00122,DB00332,0
DB00122,DB00122,0
DB00332,DB00122,1
DB00332,DB00122,1
DB00822,DB00822,0
DB01626,DB00822,1
DB00381,DB01511,0
DB00381,DB00548,0
DB01511,DB00548,0
DB01086,DB00548,0
DB00759,DB00759,0
DB00759,DB00759,0
DB00759,DB00759,0
DB00396,DB00396,0
DB00518,DB00518,0
DB00736,DB00736,0
DB09462,DB00270,0
DB09462,DB00270,0
DB09462,DB09462,0
DB00270,DB00270,0
DB00270,DB09462,0
DB00270,DB09462,0
DB00999,DB00270,0
DB00999,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00270,DB00270,0
DB00548,DB00781,1
DB00548,DB01511,1
DB00781,DB01511,0
DB00548,DB00548,0
DB00518,DB09096,1
DB01009,DB09214,0
DB06723,DB09214,0
DB06723,DB01009,0
DB09214,DB01009,0
DB09214,DB09214,0
DB09338,DB00999,0
DB09338,DB09214,0
DB00999,DB09214,1
DB09214,DB09214,0
DB09214,DB09214,0
DB09214,DB09214,0
DB00465,DB00465,0
DB00465,DB00465,0
DB00465,DB00465,0
DB00465,DB09338,0
DB00465,DB00465,0
DB00465,DB00465,0
DB00465,DB00465,0
DB00465,DB00465,0
DB00465,DB01623,1
DB00465,DB00404,1
DB01623,DB00404,0
DB09462,DB00130,0
DB09462,DB09462,0
DB00130,DB09462,1
DB00328,DB00130,0
DB00548,DB00780,0
DB00548,DB00752,0
DB00548,DB01626,0
DB00780,DB00752,0
DB00780,DB01626,0
DB00752,DB01626,0
DB00120,DB01626,1
DB01037,DB00120,0
DB01037,DB01037,0
DB00120,DB01037,1
DB00548,DB01168,0
DB00548,DB01037,0
DB01168,DB01037,0
DB01626,DB00752,0
DB01626,DB00780,0
DB01626,DB01626,0
DB01626,DB01626,0
DB00752,DB00780,0
DB00752,DB01626,0
DB00752,DB01626,0
DB00780,DB01626,0
DB00780,DB01626,0
DB01626,DB01626,0
DB00598,DB00458,1
DB00598,DB00598,0
DB00458,DB00598,0
DB00598,DB09462,1
DB00598,DB09462,1
DB00581,DB00581,0
DB00548,DB00943,1
DB05351,DB01592,1
DB01101,DB01101,0
DB09278,DB01097,1
DB01097,DB01097,0
DB01097,DB01097,0
DB00682,DB00682,0
DB01006,DB01006,0
DB11596,DB00544,1
DB00696,DB00898,1
DB00682,DB00682,0
DB01202,DB01202,0
DB01202,DB00996,0
DB01202,DB00555,0
DB00996,DB00555,0
DB00273,DB00555,0
DB00783,DB01202,0
DB01202,DB00682,0
DB01202,DB00682,0
DB00682,DB00682,0
DB01210,DB01210,0
DB00381,DB00518,1
DB01002,DB01086,1
DB01002,DB01002,0
DB01002,DB01002,0
DB01002,DB01002,0
DB01002,DB01002,0
DB01002,DB01002,0
DB00854,DB00898,1
DB00854,DB01086,1
DB00854,DB00458,1
DB00854,DB00683,1
DB00854,DB05381,1
DB00898,DB01086,0
DB00898,DB00458,0
DB00898,DB00683,0
DB00898,DB05381,0
DB01086,DB00458,0
DB01086,DB00683,0
DB01086,DB05381,0
DB00458,DB00683,0
DB00458,DB05381,0
DB00683,DB05381,0
DB01626,DB00854,0
DB01626,DB01626,0
DB00854,DB01626,1
DB00854,DB00742,0
DB11079,DB11079,0
DB11079,DB01209,0
DB11079,DB11079,0
DB11079,DB00854,0
DB11079,DB01209,0
DB11079,DB11079,0
DB11079,DB00854,1
DB01209,DB11079,0
DB01209,DB00854,1
DB11079,DB00854,1
DB00922,DB00381,0
DB00922,DB01136,0
DB00922,DB00898,0
DB00381,DB01136,0
DB00381,DB00898,0
DB01136,DB00898,0
DB00451,DB06148,0
DB00544,DB00736,0
DB00544,DB00939,0
DB00544,DB00784,0
DB00544,DB00207,0
DB00544,DB00979,0
DB00736,DB00939,0
DB00736,DB00784,0
DB00736,DB00207,0
DB00736,DB00979,0
DB00939,DB00784,0
DB00939,DB00207,0
DB00939,DB00979,0
DB00784,DB00207,0
DB00784,DB00979,0
DB00207,DB00979,0
DB00233,DB01118,0
DB00233,DB00381,0
DB00233,DB00462,0
DB00233,DB00988,0
DB00233,DB00609,0
DB00233,DB00736,0
DB00233,DB01033,0
DB00233,DB09099,0
DB01118,DB00381,0
DB01118,DB00462,0
DB01118,DB00988,0
DB01118,DB00609,0
DB01118,DB00736,0
DB01118,DB01033,0
DB01118,DB09099,0
DB00381,DB00462,0
DB00381,DB00988,0
DB00381,DB00609,0
DB00381,DB00736,0
DB00381,DB01033,0
DB00381,DB09099,0
DB00462,DB00988,0
DB00462,DB00609,0
DB00462,DB00736,0
DB00462,DB01033,0
DB00462,DB09099,0
DB00988,DB00609,0
DB00988,DB00736,0
DB00988,DB01033,0
DB00988,DB09099,0
DB00609,DB00736,0
DB00609,DB01033,0
DB00609,DB09099,0
DB00736,DB01033,0
DB00736,DB09099,0
DB01033,DB09099,0
DB01118,DB01118,0
DB00381,DB00381,0
DB00381,DB00381,0
DB00518,DB00518,0
DB01086,DB00548,0
DB01086,DB00458,0
DB00548,DB00458,0
DB01511,DB00381,0
DB00381,DB00601,0
DB00381,DB00381,0
DB00381,DB00988,0
DB00601,DB00381,1
DB00601,DB00988,1
DB00381,DB00988,0
DB00381,DB00462,0
DB00381,DB00381,0
DB00601,DB00381,1
DB00601,DB00458,1
DB00381,DB00458,0
DB00601,DB00381,1
DB00601,DB00381,1
DB00451,DB00783,1
DB00458,DB00458,0
DB00518,DB00518,0
DB01108,DB00783,0
DB01108,DB00979,0
DB00783,DB00979,0
DB00458,DB00182,0
DB00458,DB00458,0
DB00458,DB00381,0
DB00182,DB00458,1
DB00182,DB00381,1
DB00458,DB00381,0
DB00182,DB00182,0
DB01626,DB00458,0
DB05381,DB00182,0
DB05381,DB05381,0
DB00182,DB05381,1
DB01511,DB00182,0
DB01511,DB01511,0
DB00182,DB01511,1
DB00420,DB00420,0
DB00420,DB00182,0
DB00420,DB00182,1
DB00593,DB00182,0
DB00593,DB00593,0
DB00182,DB00593,1
DB00502,DB00502,0
DB00502,DB00182,0
DB00502,DB00182,1
DB00454,DB00182,0
DB06799,DB00182,0
DB06799,DB00548,0
DB00182,DB00548,1
DB00668,DB00182,0
DB00518,DB00182,0
DB00518,DB00518,0
DB00182,DB00518,1
DB09338,DB00722,1
DB00722,DB09338,0
DB00722,DB00722,0
DB09338,DB00722,1
DB09338,DB00722,1
DB09338,DB00722,1
DB09338,DB09338,0
DB00381,DB00518,0
DB00722,DB00722,0
DB01370,DB00169,0
DB01370,DB00900,0
DB00169,DB00900,0
DB01378,DB01370,0
DB00186,DB01626,1
DB00186,DB00458,1
DB01626,DB00458,0
DB00678,DB00678,0
DB00381,DB00678,0
DB00381,DB00518,0
DB00678,DB00518,0
DB00778,DB01211,0
DB01118,DB01118,0
DB00256,DB01592,1
DB00256,DB09321,1
DB01592,DB09321,0
DB00783,DB00256,1
DB00939,DB00939,0
DB00647,DB00939,0
DB06723,DB00939,0
DB00784,DB00784,0
DB01218,DB00358,1
DB00358,DB00381,1
DB00358,DB05381,1
DB00358,DB00381,1
DB00358,DB00458,1
DB00381,DB05381,0
DB00381,DB00381,0
DB00381,DB00458,0
DB05381,DB00381,0
DB05381,DB00458,0
DB00381,DB00458,0
DB00555,DB00358,1
DB00555,DB00555,0
DB00358,DB00555,0
DB00781,DB00781,0
DB00518,DB00518,0
DB00518,DB00267,0
DB00518,DB01329,0
DB00518,DB01330,0
DB00518,DB01326,0
DB00518,DB04570,0
DB00518,DB00819,0
DB00518,DB00267,0
DB00518,DB01329,0
DB00518,DB01330,0
DB00518,DB01326,0
DB00518,DB04570,0
DB00518,DB00819,0
DB00267,DB01329,0
DB00267,DB01330,0
DB00267,DB01326,0
DB00267,DB04570,0
DB00267,DB00819,0
DB01329,DB01330,0
DB01329,DB01326,0
DB01329,DB04570,0
DB01329,DB00819,0
DB01330,DB01326,0
DB01330,DB04570,0
DB01330,DB00819,0
DB01326,DB04570,0
DB01326,DB00819,0
DB04570,DB00819,0
DB01083,DB01083,0
DB00979,DB00979,0
DB00898,DB11079,0
DB00381,DB01086,1
DB00381,DB01086,0
DB01086,DB01086,0
DB00779,DB09154,0
DB00698,DB00779,1
DB02701,DB09321,0
DB00169,DB00900,0
DB00704,DB00822,1
DB00379,DB00548,0
DB06774,DB01075,0
DB00381,DB00979,0
DB00381,DB00548,0
DB00381,DB00381,0
DB00979,DB00548,0
DB00979,DB00381,0
DB00548,DB00381,0
DB00999,DB01108,0
DB00220,DB00250,0
DB00220,DB01118,1
DB00220,DB05381,1
DB00220,DB00381,1
DB00220,DB09096,1
DB01118,DB05381,0
DB01118,DB00381,0
DB01118,DB09096,0
DB05381,DB00381,0
DB05381,DB09096,0
DB00381,DB09096,0
DB00220,DB00381,1
DB00224,DB00220,0
DB00503,DB00220,0
DB01232,DB00220,0
DB00900,DB00900,0
DB00417,DB00544,0
DB00781,DB01082,0
DB00781,DB01172,0
DB01082,DB01172,0
DB00781,DB00122,1
DB01086,DB00381,0
DB01211,DB00238,1
DB00783,DB00238,1
DB01601,DB00503,0
DB01601,DB00238,1
DB11609,DB06774,0
DB11609,DB11609,0
DB11609,DB00238,0
DB06774,DB11609,0
DB06774,DB00238,0
DB11609,DB00238,1
DB00238,DB00238,0
DB01118,DB00548,0
DB01068,DB00593,0
DB00548,DB01511,0
DB00548,DB00381,0
DB01511,DB00381,0
DB00622,DB00622,0
DB00518,DB00518,0
DB00518,DB00622,0
DB00518,DB00622,0
DB00381,DB00381,0
DB00548,DB00548,0
DB00393,DB01511,1
DB00393,DB00393,0
DB00401,DB00501,1
DB00401,DB00401,0
DB00401,DB01511,0
DB00401,DB01511,0
DB00435,DB00797,0
DB00435,DB00462,0
DB00435,DB01108,0
DB00797,DB00462,0
DB00797,DB01108,0
DB00462,DB01108,0
DB00435,DB00325,0
DB00435,DB09462,0
DB00435,DB00435,1
DB00325,DB09462,0
DB00325,DB00435,1
DB09462,DB00435,1
DB00325,DB01511,1
DB00325,DB00381,1
DB00325,DB01086,1
DB01511,DB00381,0
DB01511,DB01086,0
DB00381,DB01086,0
DB00595,DB00381,0
DB00595,DB00595,0
DB00698,DB00698,0
DB00698,DB00595,0
DB00698,DB00595,1
DB02701,DB01592,0
DB02701,DB09321,0
DB02701,DB00595,1
DB02701,DB00595,0
DB01592,DB09321,0
DB01592,DB00595,1
DB01592,DB00595,0
