label,DBID1,DBID2
0,DB00586,DB00678
0,DB00026,DB00095
0,DB14004,DB14487
0,DB00059,DB00822
0,DB08822,DB09268
0,DB00862,DB00938
0,DB00338,DB00684
0,DB00425,DB08912
0,DB01137,DB01181
0,DB01364,DB09154
0,DB00195,DB00747
0,DB00199,DB01023
0,DB00956,DB12161
0,DB00819,DB09112
1,DB08908,DB10316
0,DB00674,DB00864
0,DB01377,DB09100
0,DB00916,DB01246
1,DB00266,DB00582
0,DB00752,DB01233
0,DB00848,DB01656
0,DB00366,DB14575
0,DB01268,DB08886
0,DB00245,DB04843
0,DB00390,DB11901
0,DB00401,DB04711
0,DB00258,DB00521
1,DB00398,DB00450
0,DB00549,DB01222
0,DB00356,DB00366
0,DB00819,DB09082
0,DB00280,DB09133
0,DB00431,DB00656
0,DB01137,DB06203
1,DB08895,DB13896
0,DB00206,DB06691
0,DB00434,DB05381
1,DB04868,DB11915
0,DB00288,DB06292
0,DB00916,DB01275
0,DB00291,DB01004
0,DB09498,DB15965
0,DB00213,DB00705
0,DB00552,DB12674
0,DB00608,DB06717
1,DB00108,DB00307
0,DB00427,DB00856
0,DB00250,DB01265
0,DB00446,DB01147
0,DB00839,DB00951
0,DB00985,DB01119
0,DB01068,DB06282
1,DB09330,DB11718
0,DB00902,DB08882
0,DB00572,DB03128
0,DB00031,DB00712
0,DB00465,DB09418
0,DB00784,DB11793
0,DB00916,DB15823
0,DB01204,DB08908
1,DB01113,DB04948
0,DB00902,DB01577
0,DB08865,DB09026
1,DB00056,DB01097
0,DB00227,DB00338
0,DB00924,DB09074
0,DB00836,DB12035
0,DB00674,DB13074
0,DB00678,DB01284
0,DB00531,DB01208
1,DB00626,DB00994
0,DB00271,DB00808
0,DB01151,DB06699
1,DB12612,DB13074
1,DB01100,DB14723
0,DB00898,DB08886
1,DB00726,DB09241
0,DB00237,DB01248
0,DB01018,DB09073
0,DB00091,DB11760
0,DB00857,DB01246
1,DB00927,DB11828
0,DB00489,DB09112
0,DB00091,DB00237
0,DB00603,DB09265
0,DB01114,DB01495
1,DB00397,DB01579
0,DB00563,DB11718
0,DB00059,DB06273
0,DB00675,DB14840
0,DB00222,DB00328
0,DB01132,DB06788
0,DB00283,DB00497
0,DB00041,DB00401
0,DB00898,DB06654
1,DB01590,DB06636
0,DB01394,DB11978
0,DB00850,DB08897
0,DB00250,DB01275
0,DB00798,DB01009
1,DB04868,DB06589
1,DB04572,DB05273
0,DB00176,DB04932
0,DB01067,DB01089
0,DB00445,DB11837
0,DB00491,DB01155
0,DB00472,DB11837
0,DB00877,DB04855
0,DB05039,DB14568
1,DB05528,DB11967
0,DB00959,DB14019
0,DB09073,DB09098
0,DB00446,DB09073
0,DB01098,DB11791
0,DB09035,DB11921
0,DB05239,DB11978
0,DB08912,DB12941
1,DB01172,DB13886
0,DB00734,DB00839
0,DB01254,DB04575
1,DB00697,DB01611
0,DB00629,DB00806
0,DB01285,DB08882
0,DB00338,DB01167
0,DB00956,DB09036
1,DB00864,DB01394
0,DB00087,DB00864
0,DB00776,DB09054
0,DB00047,DB00288
0,DB06335,DB14723
0,DB00741,DB11110
0,DB00262,DB10583
0,DB00443,DB14443
1,DB06176,DB12825
0,DB01284,DB11003
0,DB00531,DB14811
0,DB01320,DB08899
0,DB00897,DB14568
1,DB00261,DB12161
0,DB00054,DB00686
0,DB00776,DB04845
1,DB00601,DB00852
1,DB00648,DB00976
1,DB00604,DB11978
1,DB00537,DB00608
0,DB00902,DB01235
0,DB00196,DB00829
0,DB08881,DB09082
0,DB00105,DB01101
0,DB00605,DB00927
0,DB01048,DB08875
0,DB00395,DB04837
0,DB00396,DB01609
0,DB00418,DB09330
0,DB00624,DB04868
1,DB00196,DB15035
0,DB01656,DB12483
1,DB00564,DB09065
0,DB06772,DB08871
0,DB00595,DB01592
1,DB00834,DB01218
0,DB00178,DB11827
0,DB00607,DB04868
0,DB09034,DB12141
1,DB01248,DB12371
1,DB00377,DB09068
0,DB00414,DB06077
0,DB01264,DB08907
0,DB00841,DB06655
0,DB00310,DB00372
0,DB00683,DB01233
0,DB01126,DB04868
0,DB09027,DB12015
1,DB01137,DB01156
0,DB00530,DB11757
0,DB00176,DB08875
1,DB01323,DB09054
0,DB00620,DB11003
0,DB00020,DB11581
0,DB00341,DB00810
0,DB00176,DB00283
0,DB00515,DB08913
0,DB06372,DB12530
0,DB01042,DB11248
1,DB01026,DB09049
0,DB00197,DB01165
0,DB00433,DB13928
0,DB00495,DB01083
1,DB01229,DB12612
0,DB00283,DB11601
0,DB00221,DB00694
1,DB00468,DB01232
0,DB00193,DB00398
0,DB01119,DB06655
0,DB06769,DB10429
0,DB08908,DB12498
0,DB00754,DB01611
1,DB00370,DB00608
1,DB00679,DB00871
0,DB01132,DB06413
1,DB00468,DB09472
1,DB00757,DB11853
0,DB00860,DB01264
0,DB00418,DB12001
0,DB00326,DB01017
0,DB01036,DB12130
0,DB00665,DB09054
0,DB00685,DB11126
0,DB00359,DB09564
0,DB01248,DB15823
1,DB00063,DB04932
1,DB00970,DB12371
1,DB00515,DB08947
0,DB00078,DB03404
1,DB00541,DB06448
1,DB00445,DB06708
1,DB00492,DB06715
0,DB00087,DB09330
0,DB08882,DB09389
0,DB01041,DB01176
0,DB00375,DB00603
0,DB00290,DB14219
1,DB06595,DB08881
0,DB01166,DB01240
0,DB00991,DB08877
0,DB00819,DB00912
1,DB00242,DB09073
0,DB00864,DB01216
0,DB01229,DB06589
0,DB00499,DB06616
0,DB00978,DB14520
1,DB00573,DB09053
0,DB01159,DB06825
0,DB06825,DB09045
0,DB00816,DB09082
0,DB12267,DB16646
0,DB00816,DB01303
0,DB00054,DB01381
0,DB00671,DB00798
0,DB00748,DB06201
1,DB08822,DB11098
0,DB04865,DB14409
0,DB00482,DB00959
0,DB00019,DB00307
1,DB00014,DB01113
0,DB00553,DB00580
0,DB12010,DB15091
1,DB01174,DB04868
1,DB01169,DB08865
1,DB00458,DB00889
0,DB04711,DB04920
0,DB00246,DB04871
0,DB00871,DB14509
0,DB01119,DB11921
1,DB00574,DB00656
0,DB00199,DB00352
0,DB00554,DB06715
0,DB05273,DB11988
0,DB06595,DB09026
1,DB00349,DB00956
1,DB00285,DB01113
0,DB00834,DB01012
0,DB06201,DB08865
0,DB00956,DB06283
0,DB00763,DB09061
0,DB00208,DB14730
0,DB00499,DB08864
0,DB06626,DB11986
0,DB01364,DB09082
0,DB00379,DB06603
0,DB00635,DB14443
1,DB00196,DB00252
0,DB09065,DB14575
1,DB00069,DB08826
0,DB01133,DB09322
1,DB11817,DB11942
0,DB00564,DB01026
0,DB06636,DB08912
0,DB00348,DB01167
0,DB00682,DB01201
0,DB00686,DB06754
0,DB01072,DB08899
0,DB01285,DB09473
0,DB01059,DB01064
0,DB00684,DB01181
0,DB00015,DB00749
0,DB00091,DB00562
1,DB00361,DB10276
0,DB06210,DB06654
0,DB08820,DB08930
0,DB00586,DB09054
0,DB00477,DB01211
0,DB00612,DB08946
0,DB00048,DB00208
1,DB00065,DB15965
0,DB00672,DB11827
1,DB00091,DB08868
0,DB00731,DB04575
0,DB00575,DB01016
1,DB09054,DB11915
1,DB00384,DB09418
0,DB00280,DB08820
0,DB00454,DB00758
0,DB00258,DB01196
0,DB00912,DB09082
1,DB00196,DB09143
1,DB08930,DB11126
1,DB00273,DB00902
0,DB00620,DB01309
0,DB00281,DB01135
0,DB00206,DB11967
0,DB01098,DB15965
0,DB01156,DB09268
0,DB00317,DB12095
0,DB01026,DB09389
0,DB01167,DB08916
1,DB00342,DB01035
0,DB00635,DB01396
0,DB00731,DB01072
0,DB00981,DB01062
1,DB00976,DB06589
1,DB01611,DB11837
0,DB00820,DB04871
0,DB00852,DB09038
0,DB05889,DB11915
1,DB00604,DB06402
0,DB00978,DB05889
1,DB00450,DB09330
0,DB00317,DB01167
0,DB00694,DB13879
0,DB00014,DB06216
0,DB12267,DB15328
0,DB04871,DB11827
0,DB00526,DB10300
0,DB01177,DB12332
0,DB01238,DB08816
0,DB00976,DB09020
0,DB00812,DB01088
0,DB01050,DB01203
0,DB00731,DB01029
0,DB00981,DB09083
0,DB00792,DB00956
0,DB00682,DB11791
1,DB00180,DB09077
0,DB00443,DB01307
0,DB00314,DB00795
1,DB00006,DB09053
1,DB06603,DB11817
0,DB00348,DB09073
0,DB01064,DB12245
0,DB00030,DB00451
0,DB00294,DB00331
1,DB00468,DB00834
0,DB00598,DB11130
1,DB00397,DB00574
0,DB00898,DB01261
0,DB00856,DB00903
0,DB08916,DB11978
0,DB00397,DB06654
0,DB00672,DB00679
0,DB01246,DB14509
0,DB06206,DB06822
1,DB01246,DB12161
0,DB00418,DB00468
0,DB08910,DB14222
1,DB00798,DB01338
0,DB08910,DB11793
0,DB00334,DB00377
0,DB00842,DB01390
1,DB00529,DB05294
0,DB06603,DB14222
0,DB01591,DB09078
0,DB00902,DB11827
0,DB00427,DB09293
0,DB00687,DB01136
0,DB00434,DB10446
0,DB01133,DB01575
1,DB08826,DB15965
0,DB00246,DB01291
0,DB00398,DB00607
1,DB00342,DB01264
0,DB00191,DB00652
0,DB00976,DB09082
0,DB00059,DB12674
0,DB00495,DB06772
1,DB00369,DB01050
0,DB00214,DB06655
0,DB01136,DB08909
0,DB00364,DB01396
0,DB01075,DB01235
0,DB00107,DB01142
1,DB00450,DB11730
1,DB01222,DB01232
1,DB00834,DB00904
0,DB00540,DB06767
0,DB00851,DB11627
0,DB00624,DB11921
0,DB00243,DB09472
0,DB00047,DB01224
0,DB00574,DB08877
0,DB00997,DB08901
0,DB00009,DB06404
0,DB00682,DB00977
0,DB00421,DB00956
0,DB00270,DB09112
1,DB00081,DB01109
0,DB00341,DB01563
0,DB00186,DB01105
0,DB00570,DB08913
0,DB00741,DB00831
0,DB00623,DB01234
1,DB04868,DB11901
0,DB00180,DB00816
1,DB00852,DB01253
0,DB00331,DB00620
0,DB04868,DB15093
0,DB00635,DB08938
0,DB00457,DB00898
0,DB00737,DB11186
0,DB00712,DB08822
0,DB01110,DB15035
0,DB00106,DB01601
0,DB00609,DB00912
1,DB00247,DB00852
0,DB00318,DB01119
0,DB00325,DB00806
0,DB11730,DB12001
0,DB05109,DB11363
0,DB00069,DB00439
0,DB00358,DB00529
0,DB00633,DB01069
1,DB01125,DB01609
0,DB00030,DB01017
0,DB00196,DB11799
0,DB00059,DB06718
0,DB01609,DB09039
1,DB08877,DB14711
0,DB00331,DB00912
0,DB00476,DB06081
1,DB00420,DB08865
0,DB00041,DB08903
1,DB00975,DB06441
0,DB09274,DB12015
0,DB00719,DB01069
0,DB00455,DB01149
0,DB01144,DB11113
0,DB00092,DB14533
0,DB00642,DB01059
0,DB08889,DB11294
0,DB01235,DB11315
0,DB01175,DB06810
0,DB00388,DB00424
0,DB06287,DB13879
0,DB00482,DB01110
0,DB00635,DB14533
0,DB00105,DB01262
1,DB00342,DB06717
0,DB05109,DB09121
0,DB00402,DB01501
0,DB00421,DB00694
0,DB00843,DB06603
0,DB01612,DB06077
0,DB00208,DB00712
0,DB01155,DB11110
1,DB00369,DB01362
0,DB09098,DB09381
0,DB01072,DB09154
0,DB00195,DB09112
1,DB00472,DB08865
0,DB00237,DB01223
1,DB10276,DB11988
0,DB00673,DB09065
0,DB00185,DB06589
0,DB00595,DB01575
0,DB01191,DB11963
0,DB00187,DB00852
0,DB12141,DB12364
0,DB00986,DB01278
0,DB00816,DB00988
1,DB00787,DB04711
0,DB00806,DB00963
1,DB00461,DB01254
0,DB00675,DB01246
0,DB06616,DB11757
1,DB00343,DB00641
0,DB00927,DB09143
0,DB00349,DB06372
0,DB06201,DB09570
1,DB00374,DB06822
1,DB01167,DB08901
0,DB00285,DB01246
0,DB00503,DB00694
1,DB00007,DB00834
0,DB00641,DB15444
0,DB00289,DB00342
0,DB08901,DB12095
1,DB00542,DB06715
0,DB00867,DB01137
0,DB00603,DB14730
0,DB00235,DB00261
0,DB10795,DB11730
1,DB08865,DB11978
0,DB00372,DB00494
0,DB00472,DB01291
0,DB00549,DB15965
0,DB01068,DB04868
0,DB00046,DB00988
0,DB01589,DB09085
0,DB00932,DB05109
0,DB00095,DB09073
0,DB00388,DB08907
1,DB00199,DB05239
0,DB00226,DB06706
0,DB00424,DB01036
0,DB00041,DB04896
1,DB00333,DB08881
1,DB06769,DB08895
1,DB01599,DB08881
0,DB01203,DB01268
0,DB09080,DB12161
0,DB00737,DB04948
0,DB00388,DB06204
1,DB01069,DB08868
0,DB00274,DB01082
0,DB00047,DB00621
0,DB01168,DB14443
0,DB06077,DB09268
0,DB00773,DB01005
0,DB00427,DB00660
1,DB00715,DB01191
0,DB00519,DB09146
1,DB00008,DB00108
0,DB00341,DB09117
0,DB00092,DB15719
0,DB01365,DB09043
1,DB06603,DB08827
0,DB09038,DB09063
0,DB00418,DB01248
0,DB01577,DB05812
1,DB00204,DB01142
0,DB00016,DB00492
1,DB00153,DB00910
0,DB01359,DB11363
0,DB00390,DB00804
0,DB00607,DB11703
0,DB00188,DB08909
0,DB06688,DB08870
1,DB01045,DB09143
0,DB11730,DB14222
0,DB00564,DB00707
0,DB00537,DB12001
0,DB00564,DB01156
1,DB00844,DB01156
0,DB00091,DB06335
0,DB01026,DB09061
0,DB00647,DB11315
0,DB00959,DB14975
0,DB00552,DB10429
0,DB05294,DB06637
0,DB00059,DB00323
0,DB09046,DB09054
0,DB00443,DB01396
0,DB01264,DB08910
0,DB08903,DB09082
0,DB00625,DB09462
0,DB01172,DB01332
0,DB00261,DB00404
1,DB08930,DB09481
0,DB00363,DB00782
1,DB01167,DB09039
0,DB00876,DB01168
0,DB00318,DB00810
0,DB11581,DB11988
0,DB06691,DB11632
0,DB00759,DB14222
0,DB00734,DB11855
1,DB00997,DB08826
0,DB00196,DB13139
0,DB00458,DB00526
0,DB00490,DB01181
0,DB00366,DB00748
0,DB00672,DB08869
0,DB00420,DB00687
0,DB00197,DB01234
0,DB00091,DB01166
0,DB00414,DB09154
0,DB01236,DB11113
0,DB06772,DB15823
0,DB00839,DB08869
0,DB00178,DB09054
0,DB00515,DB01077
0,DB01225,DB06700
0,DB00091,DB00994
0,DB00818,DB00889
0,DB00480,DB01004
0,DB00197,DB09083
0,DB00682,DB11793
0,DB01238,DB11315
0,DB00390,DB13874
1,DB00857,DB01097
0,DB00052,DB00839
1,DB04855,DB11837
0,DB06372,DB14240
0,DB00252,DB00912
1,DB06216,DB09330
0,DB09570,DB16646
1,DB06663,DB08881
1,DB00864,DB01100
1,DB08885,DB13896
0,DB09052,DB11003
0,DB01041,DB01085
1,DB00347,DB08826
0,DB00563,DB13179
1,DB01128,DB04946
1,DB05521,DB14723
0,DB00500,DB08877
0,DB01234,DB10429
1,DB00196,DB01166
1,DB01087,DB01169
1,DB00394,DB15091
0,DB00266,DB02546
0,DB00266,DB00542
0,DB01610,DB11767
0,DB01069,DB01577
0,DB00784,DB00839
1,DB00850,DB01218
0,DB00004,DB00467
1,DB00503,DB05109
0,DB01059,DB06769
0,DB00243,DB06772
0,DB11952,DB14723
1,DB00987,DB08827
1,DB00445,DB10316
0,DB00228,DB00479
1,DB00220,DB01166
0,DB01128,DB11986
0,DB00412,DB15093
0,DB01004,DB01177
0,DB00286,DB00687
0,DB04908,DB08912
0,DB00635,DB01089
0,DB00312,DB00348
1,DB00540,DB14568
0,DB00831,DB01113
0,DB09481,DB11189
1,DB00780,DB00937
0,DB01229,DB01406
0,DB01077,DB01268
1,DB00749,DB00877
0,DB08873,DB11995
1,DB09134,DB14600
0,DB00620,DB04575
1,DB00005,DB00056
0,DB00993,DB01004
0,DB00433,DB11186
0,DB00679,DB09076
0,DB00361,DB00544
0,DB00806,DB01612
1,DB00477,DB08881
1,DB00482,DB01097
0,DB00486,DB00521
0,DB01229,DB09039
0,DB09046,DB12674
0,DB00916,DB11978
0,DB00717,DB06203
1,DB00073,DB10316
1,DB00302,DB00481
0,DB00496,DB00836
0,DB06595,DB14840
1,DB01097,DB01264
1,DB00642,DB08826
1,DB00443,DB01044
0,DB00197,DB09048
0,DB00052,DB00425
0,DB00216,DB11837
0,DB01041,DB06414
0,DB01377,DB08931
0,DB00029,DB10897
0,DB00214,DB00318
0,DB00552,DB11943
0,DB01004,DB01024
1,DB00344,DB01105
0,DB00115,DB00213
0,DB00031,DB00048
1,DB00757,DB00903
1,DB00435,DB00750
0,DB00734,DB01137
0,DB00344,DB01026
0,DB00295,DB01105
0,DB06717,DB08895
1,DB00363,DB00531
0,DB00330,DB00515
0,DB06335,DB11952
0,DB00762,DB04868
0,DB00880,DB06203
1,DB00224,DB08865
0,DB06273,DB09123
0,DB00196,DB06699
0,DB00352,DB00461
0,DB01030,DB12015
0,DB01137,DB09122
0,DB00998,DB09074
0,DB00446,DB04855
0,DB01155,DB12141
0,DB09026,DB09053
0,DB00318,DB01575
0,DB00059,DB00407
0,DB00361,DB09048
0,DB01110,DB01410
1,DB01070,DB14012
0,DB01062,DB01075
0,DB00316,DB00747
0,DB01229,DB05773
0,DB00405,DB00981
0,DB00221,DB01168
0,DB00773,DB06372
1,DB09570,DB10316
0,DB00486,DB00629
0,DB00619,DB00933
0,DB08889,DB11627
0,DB00779,DB00987
0,DB00065,DB06688
0,DB00393,DB12267
1,DB00006,DB06228
0,DB01618,DB09076
0,DB00594,DB01362
0,DB01067,DB06412
1,DB00958,DB06674
0,DB00360,DB01235
0,DB00450,DB01001
0,DB00872,DB01234
0,DB00665,DB00836
1,DB00318,DB00660
1,DB05578,DB05773
1,DB00031,DB01125
1,DB01045,DB08820
0,DB00736,DB01026
0,DB08881,DB14840
0,DB00186,DB09420
0,DB00488,DB00752
0,DB00989,DB01211
1,DB01281,DB14711
0,DB00537,DB01233
0,DB00628,DB09063
1,DB00260,DB01156
1,DB00108,DB00993
1,DB01197,DB14498
0,DB00026,DB00352
0,DB00494,DB14491
1,DB00199,DB01166
0,DB06589,DB06595
0,DB01264,DB12332
1,DB08899,DB15035
0,DB00889,DB14019
1,DB04868,DB08895
0,DB01222,DB01406
0,DB05679,DB11627
0,DB00792,DB04908
0,DB00237,DB00501
0,DB04845,DB10795
0,DB00533,DB06779
0,DB01124,DB09046
0,DB00443,DB09118
0,DB01215,DB09085
0,DB01193,DB06663
0,DB00715,DB06754
0,DB00938,DB11827
1,DB00445,DB06288
0,DB00266,DB01232
0,DB01076,DB12015
1,DB00648,DB01224
0,DB00026,DB00641
0,DB00687,DB01259
0,DB00745,DB08875
1,DB00945,DB01609
0,DB01175,DB06441
1,DB00367,DB01024
1,DB00193,DB11130
0,DB00792,DB01036
0,DB00357,DB00603
0,DB12147,DB12332
0,DB00968,DB01143
0,DB00351,DB01259
0,DB00372,DB11732
0,DB00334,DB08871
0,DB00199,DB00402
0,DB00782,DB00921
0,DB00491,DB00687
0,DB00427,DB00458
0,DB00731,DB01583
0,DB00902,DB01174
0,DB00052,DB11951
0,DB00470,DB00502
0,DB01069,DB08815
0,DB00444,DB01076
0,DB00575,DB01285
0,DB00813,DB01041
0,DB00030,DB01124
1,DB00069,DB00495
0,DB00590,DB00860
0,DB00404,DB00434
0,DB00357,DB01248
1,DB06674,DB08904
0,DB01012,DB13179
1,DB00363,DB00604
0,DB00576,DB01067
0,DB00231,DB01142
0,DB00060,DB00605
0,DB00975,DB09068
0,DB09030,DB12010
0,DB00812,DB12141
0,DB00357,DB09074
0,DB00503,DB01083
1,DB00207,DB06663
0,DB00395,DB01114
1,DB01109,DB06779
0,DB01050,DB11642
0,DB01172,DB01331
0,DB05679,DB09121
0,DB00060,DB00932
1,DB06402,DB08947
0,DB00889,DB08873
0,DB00581,DB01390
0,DB00910,DB01320
0,DB00237,DB06335
0,DB00497,DB04868
1,DB01073,DB10316
1,DB00459,DB09389
1,DB01192,DB08947
0,DB00792,DB11859
0,DB00361,DB09036
0,DB00694,DB06688
0,DB00877,DB01023
0,DB00364,DB00390
1,DB00933,DB08881
0,DB00052,DB00619
1,DB01320,DB11986
0,DB00595,DB13295
0,DB00374,DB01113
0,DB00491,DB06825
0,DB00011,DB08901
0,DB00682,DB01168
0,DB00515,DB10300
1,DB01242,DB11730
0,DB00983,DB12245
0,DB06595,DB15328
0,DB00642,DB01053
0,DB00418,DB09053
0,DB00286,DB00672
1,DB00836,DB09065
1,DB00552,DB12612
0,DB00203,DB00501
0,DB00052,DB00348
1,DB01218,DB06616
0,DB00537,DB05889
0,DB05679,DB06813
0,DB00264,DB13231
1,DB00744,DB08880
0,DB00346,DB00468
0,DB00060,DB11979
0,DB06684,DB11598
0,DB08870,DB09039
0,DB00582,DB01211
0,DB00703,DB11827
0,DB00794,DB09241
0,DB00575,DB00635
0,DB00604,DB01609
0,DB01278,DB09063
1,DB00242,DB11581
0,DB01193,DB11315
0,DB00642,DB12674
1,DB01113,DB01268
1,DB00370,DB08865
0,DB00562,DB00816
0,DB00500,DB13074
0,DB08895,DB08912
1,DB00544,DB01041
1,DB01610,DB08904
0,DB00945,DB14276
1,DB00682,DB01039
0,DB00199,DB09078
0,DB06589,DB06616
0,DB00332,DB00850
0,DB06282,DB09071
0,DB00432,DB06688
0,DB00387,DB00424
0,DB00316,DB00782
0,DB00425,DB01075
0,DB00804,DB00843
0,DB00060,DB00519
0,DB00310,DB00983
1,DB06810,DB08895
0,DB00059,DB00576
0,DB01246,DB01612
1,DB00065,DB00305
0,DB00831,DB09278
0,DB00358,DB06589
1,DB01224,DB08947
0,DB08913,DB11793
1,DB00433,DB09330
0,DB00537,DB00665
0,DB00704,DB08870
0,DB00255,DB01259
0,DB01259,DB04953
0,DB01351,DB09330
0,DB00418,DB01069
0,DB01124,DB04871
0,DB00749,DB08877
0,DB00199,DB00458
1,DB08881,DB12825
0,DB00178,DB00470
1,DB06603,DB08895
0,DB00472,DB00707
0,DB00105,DB00698
0,DB01351,DB08820
1,DB00051,DB05109
1,DB00976,DB11730
1,DB04946,DB05889
0,DB00257,DB11979
1,DB01044,DB09045
0,DB00023,DB09122
0,DB00005,DB13890
1,DB00934,DB01362
1,DB00445,DB01041
1,DB00779,DB00860
1,DB00261,DB01069
1,DB00788,DB06779
0,DB08901,DB09118
0,DB00611,DB01183
1,DB00402,DB09063
1,DB01590,DB14509
0,DB00209,DB00405
0,DB00518,DB15685
0,DB00881,DB11827
0,DB00351,DB12267
0,DB00446,DB12825
0,DB00016,DB06404
0,DB00871,DB00997
0,DB01050,DB11598
0,DB00275,DB00486
1,DB00443,DB00978
1,DB00648,DB09570
1,DB10276,DB12001
0,DB01284,DB11057
0,DB01176,DB08815
0,DB01219,DB08870
0,DB00007,DB00714
0,DB12035,DB14723
0,DB05679,DB06681
0,DB06480,DB09039
0,DB00196,DB11110
0,DB01012,DB14012
0,DB00849,DB00990
1,DB00641,DB01319
0,DB00503,DB00910
0,DB00779,DB00958
0,DB00270,DB12267
0,DB01291,DB06663
0,DB00351,DB12500
0,DB00331,DB00871
0,DB06810,DB14783
0,DB00574,DB00898
0,DB00986,DB01227
0,DB00672,DB00741
0,DB00394,DB00515
0,DB00334,DB00608
0,DB00026,DB01181
0,DB00445,DB00541
1,DB00529,DB01169
0,DB01064,DB06402
0,DB00540,DB01087
0,DB00938,DB12010
0,DB00486,DB01041
1,DB08880,DB09033
1,DB00757,DB05294
1,DB01284,DB08895
0,DB00433,DB01307
0,DB00662,DB01215
0,DB00252,DB01026
1,DB00242,DB00570
0,DB00182,DB01246
1,DB01142,DB06700
0,DB11133,DB12500
1,DB01110,DB09039
0,DB00006,DB01404
0,DB00959,DB08822
0,DB01307,DB01583
1,DB00526,DB08904
0,DB00377,DB00921
0,DB01012,DB01577
0,DB06186,DB09121
0,DB00451,DB04574
0,DB00436,DB01362
0,DB00541,DB04845
0,DB00553,DB00695
0,DB00872,DB06772
0,DB00482,DB01050
0,DB00542,DB08870
1,DB05273,DB08935
0,DB05889,DB10583
0,DB00672,DB08870
0,DB01067,DB06343
1,DB08865,DB11951
0,DB00169,DB00501
0,DB00701,DB00731
0,DB00553,DB00788
0,DB01105,DB14240
0,DB00777,DB09076
0,DB06643,DB12001
0,DB01069,DB01203
0,DB09082,DB14723
1,DB00261,DB06754
0,DB00312,DB08820
0,DB01204,DB14409
0,DB00562,DB00871
0,DB00524,DB09082
0,DB00899,DB00902
0,DB01010,DB01284
0,DB00533,DB00945
0,DB01204,DB01656
0,DB00559,DB11703
0,DB00290,DB11003
0,DB00495,DB08871
0,DB06228,DB11071
0,DB00956,DB11186
0,DB00364,DB01583
0,DB01233,DB11642
0,DB00342,DB01268
0,DB00412,DB01174
0,DB00443,DB00586
1,DB01227,DB01254
0,DB09053,DB12141
0,DB00059,DB06605
0,DB01066,DB06723
0,DB06589,DB08932
1,DB01574,DB11799
1,DB06287,DB06448
0,DB00257,DB01115
0,DB00397,DB09564
0,DB00477,DB01364
0,DB00427,DB08936
0,DB00372,DB00726
0,DB00841,DB00938
0,DB01155,DB01575
0,DB00501,DB01551
0,DB00631,DB00694
0,DB00377,DB11113
0,DB00257,DB08893
0,DB00295,DB01041
0,DB09054,DB09082
0,DB00317,DB01254
1,DB00619,DB12267
0,DB00762,DB01110
1,DB00715,DB01105
0,DB01234,DB14219
0,DB00208,DB00501
1,DB00321,DB00388
0,DB00106,DB00107
0,DB00958,DB01611
0,DB01067,DB08907
0,DB00736,DB08828
0,DB06626,DB15093
1,DB01045,DB06176
0,DB00949,DB09054
0,DB00005,DB01395
0,DB00069,DB09077
0,DB01064,DB11986
0,DB01155,DB09481
0,DB00731,DB01579
0,DB00446,DB06605
1,DB00540,DB09063
1,DB00781,DB13295
1,DB01169,DB12161
0,DB00023,DB00586
0,DB00331,DB00959
0,DB01048,DB09122
0,DB00443,DB00571
0,DB00779,DB01177
0,DB00741,DB01275
0,DB00106,DB14509
0,DB01170,DB06691
0,DB09074,DB12887
0,DB00446,DB08875
1,DB09075,DB09291
0,DB01324,DB09104
0,DB00295,DB01242
0,DB00949,DB11988
0,DB00773,DB12035
0,DB00741,DB10675
0,DB06216,DB11113
1,DB01159,DB06663
0,DB00468,DB01609
0,DB09133,DB09340
0,DB00357,DB11791
0,DB01151,DB09076
1,DB00193,DB01223
0,DB06707,DB09241
0,DB00052,DB09291
1,DB00108,DB09077
0,DB00665,DB04824
0,DB00310,DB00898
0,DB06448,DB11691
0,DB00532,DB14724
0,DB00553,DB01021
0,DB00857,DB01069
1,DB00939,DB08896
0,DB00495,DB01157
0,DB00443,DB14240
0,DB00176,DB01309
1,DB00521,DB00871
0,DB09061,DB12371
0,DB00372,DB09237
0,DB00603,DB12825
0,DB01002,DB01110
0,DB11186,DB11951
0,DB05039,DB09083
0,DB00537,DB08938
0,DB01068,DB01119
1,DB00577,DB09156
0,DB00209,DB01021
0,DB01165,DB11057
0,DB00222,DB09129
0,DB00631,DB15762
1,DB00242,DB08895
0,DB01050,DB01359
0,DB00185,DB00482
0,DB01030,DB01101
0,DB00046,DB00414
0,DB09407,DB12455
0,DB00771,DB15465
0,DB01017,DB05109
0,DB00068,DB00431
0,DB00331,DB10532
0,DB00067,DB06788
0,DB00802,DB01119
0,DB00191,DB00491
0,DB00533,DB11312
0,DB00382,DB00997
0,DB00283,DB01320
0,DB12500,DB14761
0,DB00888,DB01033
1,DB00335,DB06709
0,DB05239,DB14723
0,DB06201,DB11186
0,DB00008,DB09268
0,DB00401,DB01240
0,DB00366,DB00714
0,DB00722,DB00742
1,DB00193,DB00281
0,DB01611,DB06702
1,DB05273,DB08871
0,DB00427,DB00532
0,DB00492,DB00687
0,DB08901,DB13890
0,DB00672,DB12070
1,DB00684,DB09133
0,DB00530,DB14723
0,DB00745,DB01259
1,DB00400,DB01395
0,DB00648,DB01125
1,DB06681,DB14711
0,DB00864,DB11767
0,DB00271,DB04920
0,DB01138,DB06697
1,DB00480,DB08894
